time(s),p(kPa),Voltage(V)
17.05,5.93,4.54
17.06,5.93,4.64
17.07,5.93,4.66
17.08,5.93,4.70
17.10,5.93,4.74
17.11,5.92,4.79
17.12,5.92,4.77
17.13,5.91,4.83
17.14,5.91,4.83
17.16,5.91,4.90
17.17,5.89,4.98
17.18,5.89,4.99
17.19,5.88,5.08
17.20,5.87,5.11
17.22,5.86,5.15
17.23,5.87,5.18
17.24,5.86,5.37
17.25,5.85,5.42
17.26,5.83,5.48
17.28,5.83,5.54
17.29,5.82,5.68
17.30,5.77,5.76
17.31,5.74,5.61
17.33,5.74,5.55
17.34,5.72,5.72
17.35,5.70,5.82
17.36,5.65,5.85
17.37,5.61,5.73
17.39,5.59,5.70
17.40,5.58,5.74
17.41,5.54,5.86
17.42,5.49,5.86
17.43,5.47,5.78
17.45,5.43,5.84
17.46,5.39,5.82
17.47,5.36,5.84
17.48,5.33,5.85
17.50,5.31,5.93
17.51,5.25,6.04
17.52,5.20,5.89
17.53,5.15,5.85
17.54,5.14,5.80
17.56,5.11,6.00
17.57,5.06,6.11
17.58,4.98,6.08
17.59,4.93,5.84
17.60,4.90,5.81
17.62,4.90,5.94
17.63,4.87,6.22
17.64,4.77,6.30
17.65,4.70,5.98
17.67,4.67,5.83
17.68,4.66,5.99
17.69,4.64,6.22
17.70,4.54,6.37
17.71,4.45,6.08
17.72,4.42,5.87
17.74,4.40,5.96
17.75,4.38,6.20
17.76,4.32,6.39
17.77,4.23,6.34
17.78,4.16,6.11
17.80,4.12,5.99
17.81,4.10,6.12
17.82,4.05,6.30
17.83,3.99,6.33
17.85,3.91,6.32
17.86,3.85,6.18
17.87,3.84,6.14
17.88,3.79,6.40
17.89,3.73,6.47
17.91,3.65,6.43
17.92,3.60,6.23
17.93,3.56,6.27
17.94,3.51,6.42
17.95,3.45,6.46
17.97,3.39,6.43
17.98,3.33,6.43
17.99,3.28,6.38
18.00,3.22,6.42
18.02,3.18,6.40
18.03,3.13,6.54
18.04,3.06,6.59
18.05,3.01,6.46
18.06,2.95,6.53
18.08,2.91,6.50
18.09,2.86,6.62
18.10,2.80,6.66
18.11,2.75,6.63
18.12,2.69,6.68
18.14,2.63,6.64
18.15,2.60,6.64
18.16,2.52,6.75
18.17,2.49,6.64
18.18,2.42,6.72
18.20,2.38,6.70
18.21,2.34,6.73
18.22,2.28,6.84
18.23,2.23,6.82
18.25,2.18,6.81
18.26,2.13,6.84
18.27,2.07,6.86
18.28,2.03,6.83
18.29,1.97,6.91
18.31,1.94,6.83
18.32,1.89,6.94
18.33,1.84,6.94
18.34,1.78,6.94
18.35,1.74,6.87
18.37,1.69,6.97
18.38,1.64,6.93
18.39,1.59,6.92
18.40,1.54,6.93
18.42,1.51,6.92
18.43,1.46,6.97
18.44,1.40,6.92
18.45,1.36,6.84
18.46,1.31,6.88
18.48,1.28,6.84
18.49,1.24,6.89
18.50,1.17,6.90
18.51,1.12,6.70
18.52,1.09,6.65
18.54,1.04,6.75
18.55,1.01,6.69
18.56,0.96,6.69
18.57,0.92,6.62
18.58,0.88,6.61
18.60,0.86,6.60
18.61,0.82,6.66
18.62,0.77,6.65
18.63,0.74,6.54
18.64,0.70,6.50
18.66,0.66,6.47
18.67,0.64,6.44
18.68,0.62,6.46
18.69,0.58,6.47
18.70,0.57,6.42
18.72,0.53,6.50
18.73,0.49,6.43
18.74,0.48,6.36
18.75,0.46,6.42
18.76,0.43,6.40
18.78,0.41,6.38
18.79,0.40,6.37
18.80,0.37,6.40
18.81,0.36,6.36
18.83,0.33,6.38
18.84,0.31,6.34
18.85,0.30,6.28
18.86,0.29,6.29
18.87,0.27,6.29
18.89,0.26,6.29
18.90,0.24,6.28
18.91,0.22,6.19
18.92,0.21,6.17
18.93,0.21,6.14
18.95,0.20,6.18
18.96,0.20,6.14
18.97,0.19,6.17
18.98,0.19,6.11
19.00,0.18,6.12
19.01,0.16,6.06
19.02,0.18,5.98
19.03,0.16,6.05
19.04,0.16,5.96
19.05,0.15,5.94
19.07,0.15,5.84
19.08,0.16,5.81
19.09,0.18,5.84
