time(s),p(kPa),Voltage(V)
17.04,5.52,4.52
17.05,5.53,4.52
17.06,5.54,4.54
17.07,5.54,4.55
17.09,5.55,4.56
17.10,5.56,4.58
17.11,5.58,4.60
17.12,5.58,4.62
17.13,5.56,4.63
17.15,5.58,4.63
17.16,5.58,4.66
17.17,5.58,4.67
17.18,5.59,4.68
17.19,5.59,4.71
17.21,5.59,4.73
17.22,5.58,4.75
17.23,5.59,4.75
17.24,5.59,4.78
17.25,5.58,4.80
17.27,5.58,4.81
17.28,5.58,4.84
17.29,5.58,4.86
17.30,5.58,4.88
17.31,5.56,4.91
17.33,5.56,4.92
17.34,5.55,4.95
17.35,5.55,4.97
17.36,5.55,5.00
17.38,5.54,5.03
17.39,5.53,5.05
17.40,5.53,5.07
17.41,5.53,5.10
17.42,5.52,5.14
17.44,5.50,5.16
17.45,5.50,5.18
17.46,5.49,5.22
17.47,5.49,5.24
17.48,5.49,5.28
17.50,5.48,5.32
17.51,5.48,5.35
17.52,5.47,5.39
17.53,5.45,5.42
17.55,5.45,5.45
17.56,5.44,5.49
17.57,5.44,5.52
17.58,5.42,5.56
17.59,5.42,5.59
17.61,5.39,5.63
17.62,5.38,5.65
17.63,5.36,5.68
17.64,5.33,5.71
17.65,5.32,5.73
17.67,5.28,5.77
17.68,5.26,5.78
17.69,5.23,5.81
17.70,5.20,5.83
17.71,5.17,5.84
17.73,5.12,5.87
17.74,5.10,5.88
17.75,5.06,5.90
17.76,5.03,5.92
17.77,4.98,5.94
17.79,4.94,5.94
17.80,4.89,5.96
17.81,4.86,5.96
17.82,4.82,5.98
17.84,4.78,6.00
17.85,4.73,6.02
17.86,4.68,6.02
17.87,4.65,6.03
17.88,4.60,6.04
17.90,4.55,6.06
17.91,4.51,6.06
17.92,4.46,6.08
17.93,4.42,6.09
17.94,4.35,6.10
17.96,4.33,6.09
17.97,4.28,6.12
17.98,4.23,6.14
17.99,4.18,6.14
18.00,4.13,6.15
18.02,4.09,6.15
18.03,4.02,6.17
18.04,4.00,6.16
18.05,3.94,6.19
18.06,3.90,6.19
18.08,3.85,6.21
18.09,3.79,6.22
18.10,3.76,6.21
18.11,3.72,6.23
18.12,3.67,6.25
18.14,3.62,6.26
18.15,3.57,6.27
18.16,3.52,6.27
18.17,3.49,6.28
18.19,3.43,6.29
18.20,3.38,6.29
18.21,3.34,6.30
18.22,3.29,6.31
18.23,3.24,6.32
18.25,3.19,6.32
18.26,3.16,6.32
18.27,3.11,6.34
18.28,3.08,6.35
18.29,3.04,6.37
18.31,3.00,6.37
18.32,2.95,6.39
18.33,2.90,6.39
18.34,2.86,6.39
18.35,2.82,6.40
18.37,2.78,6.40
18.38,2.73,6.41
18.39,2.69,6.41
18.40,2.66,6.43
18.42,2.62,6.43
18.43,2.58,6.44
18.44,2.55,6.45
18.45,2.50,6.46
18.46,2.46,6.45
18.48,2.42,6.46
18.49,2.39,6.46
18.50,2.35,6.47
18.51,2.33,6.47
18.52,2.28,6.49
18.54,2.25,6.48
18.55,2.22,6.49
18.56,2.18,6.49
18.57,2.16,6.49
18.58,2.13,6.51
18.60,2.08,6.52
18.61,2.05,6.50
18.62,2.02,6.50
18.63,1.98,6.50
18.65,1.95,6.50
18.66,1.92,6.50
18.67,1.89,6.50
18.68,1.86,6.49
18.69,1.83,6.49
18.71,1.81,6.49
18.72,1.78,6.50
18.73,1.75,6.49
18.74,1.72,6.48
18.75,1.69,6.47
18.77,1.67,6.47
18.78,1.64,6.47
18.79,1.61,6.46
18.80,1.58,6.44
18.81,1.56,6.44
18.83,1.53,6.43
18.84,1.51,6.42
18.85,1.48,6.41
18.86,1.46,6.40
18.87,1.43,6.39
18.89,1.40,6.38
18.90,1.39,6.35
18.91,1.36,6.35
18.92,1.35,6.33
18.93,1.31,6.33
18.95,1.30,6.30
18.96,1.28,6.29
18.97,1.24,6.27
18.98,1.24,6.24
19.00,1.21,6.24
19.01,1.19,6.21
19.02,1.18,6.19
19.03,1.15,6.18
19.04,1.14,6.15
19.06,1.13,6.13
19.07,1.12,6.12
19.08,1.09,6.10
19.09,1.08,6.07
