time(s),p(kPa),Voltage(V)
17.05,5.85,4.55
17.06,5.86,4.56
17.07,5.87,4.61
17.08,5.87,4.67
17.10,5.87,4.69
17.11,5.86,4.71
17.12,5.86,4.70
17.13,5.86,4.73
17.14,5.86,4.77
17.16,5.86,4.80
17.17,5.85,4.85
17.18,5.85,4.85
17.19,5.83,4.89
17.20,5.83,4.91
17.22,5.83,4.96
17.23,5.82,5.02
17.24,5.82,5.04
17.25,5.81,5.10
17.26,5.81,5.13
17.28,5.80,5.20
17.29,5.78,5.23
17.30,5.78,5.27
17.31,5.76,5.35
17.33,5.76,5.35
17.34,5.76,5.43
17.35,5.76,5.52
17.36,5.75,5.61
17.37,5.72,5.66
17.39,5.70,5.68
17.40,5.69,5.70
17.41,5.66,5.76
17.42,5.63,5.80
17.43,5.59,5.79
17.45,5.56,5.79
17.46,5.53,5.81
17.47,5.50,5.82
17.48,5.47,5.86
17.50,5.43,5.87
17.51,5.38,5.89
17.52,5.34,5.85
17.53,5.30,5.86
17.54,5.26,5.84
17.56,5.22,5.87
17.57,5.20,5.89
17.58,5.17,5.94
17.59,5.11,6.00
17.60,5.05,5.96
17.62,5.01,5.91
17.63,4.98,5.94
17.64,4.93,5.98
17.65,4.89,5.96
17.67,4.86,6.00
17.68,4.82,6.05
17.69,4.77,6.08
17.70,4.71,6.09
17.71,4.66,6.05
17.72,4.61,6.06
17.74,4.57,6.07
17.75,4.51,6.11
17.76,4.46,6.10
17.77,4.42,6.11
17.78,4.38,6.11
17.80,4.33,6.16
17.81,4.27,6.18
17.82,4.23,6.16
17.83,4.18,6.21
17.85,4.12,6.24
17.86,4.06,6.21
17.87,4.02,6.19
17.88,3.96,6.25
17.89,3.91,6.25
17.91,3.87,6.27
17.92,3.82,6.27
17.93,3.77,6.30
17.94,3.70,6.33
17.95,3.66,6.28
17.97,3.61,6.34
17.98,3.55,6.38
17.99,3.49,6.35
18.00,3.43,6.33
18.02,3.38,6.32
18.03,3.33,6.36
18.04,3.29,6.38
18.05,3.24,6.43
18.06,3.21,6.46
18.08,3.15,6.52
18.09,3.07,6.51
18.10,3.02,6.46
18.11,2.97,6.49
18.12,2.93,6.50
18.14,2.89,6.52
18.15,2.83,6.59
18.16,2.78,6.57
18.17,2.73,6.59
18.18,2.67,6.59
18.20,2.63,6.58
18.21,2.57,6.64
18.22,2.53,6.61
18.23,2.49,6.68
18.25,2.42,6.68
18.26,2.38,6.65
18.27,2.34,6.66
18.28,2.29,6.72
18.29,2.24,6.73
18.31,2.19,6.73
18.32,2.14,6.74
18.33,2.09,6.74
18.34,2.06,6.74
18.35,2.01,6.78
18.37,1.97,6.79
18.38,1.92,6.81
18.39,1.87,6.81
18.40,1.83,6.81
18.42,1.79,6.80
18.43,1.74,6.83
18.44,1.70,6.80
18.45,1.67,6.84
18.46,1.62,6.86
18.48,1.57,6.84
18.49,1.53,6.83
18.50,1.50,6.84
18.51,1.45,6.84
18.52,1.41,6.81
18.54,1.35,6.83
18.55,1.31,6.76
18.56,1.28,6.76
18.57,1.24,6.76
18.58,1.19,6.76
18.60,1.14,6.72
18.61,1.12,6.67
18.62,1.07,6.71
18.63,1.03,6.65
18.64,0.99,6.63
18.66,0.96,6.61
18.67,0.92,6.60
18.68,0.88,6.57
18.69,0.85,6.55
18.70,0.81,6.52
18.72,0.79,6.48
18.73,0.75,6.49
18.74,0.73,6.45
18.75,0.70,6.45
18.76,0.68,6.44
18.78,0.65,6.42
18.79,0.62,6.42
18.80,0.60,6.36
18.81,0.57,6.38
18.83,0.55,6.32
18.84,0.54,6.33
18.85,0.51,6.34
18.86,0.48,6.27
18.87,0.47,6.24
18.89,0.44,6.23
18.90,0.44,6.19
18.91,0.43,6.22
18.92,0.42,6.21
18.93,0.41,6.20
18.95,0.38,6.18
18.96,0.38,6.12
18.97,0.37,6.13
18.98,0.35,6.11
19.00,0.35,6.04
19.01,0.33,6.04
19.02,0.33,6.00
19.03,0.33,6.00
19.04,0.31,5.99
19.06,0.32,5.91
19.07,0.31,5.93
19.08,0.31,5.88
