time(s),p(kPa),Voltage(V)
17.05,5.94,4.58
17.06,5.96,4.61
17.07,5.94,4.75
17.08,5.94,4.70
17.10,5.93,4.76
17.11,5.94,4.72
17.12,5.94,4.89
17.13,5.94,4.98
17.14,5.93,5.07
17.16,5.92,5.07
17.17,5.91,5.08
17.18,5.91,5.09
17.19,5.91,5.22
17.21,5.88,5.35
17.22,5.88,5.30
17.23,5.87,5.44
17.24,5.86,5.50
17.25,5.85,5.58
17.27,5.82,5.65
17.28,5.80,5.63
17.29,5.78,5.63
17.30,5.75,5.72
17.31,5.72,5.63
17.33,5.71,5.65
17.34,5.69,5.79
17.35,5.66,5.82
17.36,5.61,5.85
17.37,5.59,5.68
17.39,5.55,5.76
17.40,5.54,5.72
17.41,5.52,5.88
17.42,5.47,5.98
17.43,5.41,5.84
17.45,5.38,5.63
17.46,5.37,5.73
17.47,5.36,5.95
17.48,5.31,6.15
17.50,5.20,6.07
17.51,5.15,5.51
17.52,5.17,5.44
17.53,5.20,5.96
17.54,5.14,6.49
17.56,4.98,6.37
17.57,4.88,5.44
17.58,4.92,4.98
17.59,4.97,5.66
17.60,4.94,6.41
17.62,4.81,6.58
17.63,4.67,5.87
17.64,4.67,5.17
17.65,4.71,5.55
17.67,4.72,6.23
17.68,4.61,6.75
17.69,4.44,6.26
17.70,4.39,5.29
17.71,4.44,5.27
17.73,4.48,6.10
17.74,4.42,6.80
17.75,4.22,6.73
17.76,4.12,5.61
17.77,4.13,5.22
17.79,4.20,5.74
17.80,4.18,6.65
17.81,4.01,7.02
17.82,3.87,6.08
17.83,3.85,5.34
17.85,3.90,5.68
17.86,3.93,6.51
17.87,3.78,7.15
17.88,3.61,6.41
17.89,3.59,5.53
17.91,3.61,5.74
17.92,3.65,6.38
17.93,3.55,7.16
17.94,3.37,6.83
17.96,3.29,5.81
17.97,3.30,5.68
17.98,3.34,6.23
17.99,3.30,6.97
18.00,3.16,7.13
18.02,3.04,6.41
18.03,3.01,5.92
18.04,3.02,6.14
18.05,3.01,6.69
18.06,2.91,7.08
18.08,2.80,6.75
18.09,2.75,6.32
18.10,2.74,6.38
18.11,2.72,6.73
18.12,2.62,6.98
18.14,2.56,6.64
18.15,2.51,6.63
18.16,2.47,6.68
18.17,2.42,6.79
18.19,2.36,6.84
18.20,2.31,6.82
18.21,2.27,6.86
18.22,2.20,6.90
18.23,2.16,6.84
18.25,2.09,6.87
18.26,2.05,6.80
18.27,1.98,6.83
18.28,1.96,6.79
18.29,1.91,7.00
18.31,1.86,6.98
18.32,1.81,7.03
18.33,1.75,7.04
18.34,1.69,6.94
18.35,1.64,6.84
18.37,1.63,6.84
18.38,1.58,7.12
18.39,1.51,7.11
18.40,1.46,6.92
18.42,1.42,6.90
18.43,1.37,6.94
18.44,1.32,6.90
18.45,1.28,6.89
18.46,1.23,6.85
18.48,1.19,6.80
18.49,1.14,6.87
18.50,1.12,6.78
18.51,1.07,6.91
18.52,1.01,6.83
18.54,0.95,6.68
18.55,0.92,6.49
18.56,0.90,6.57
18.57,0.86,6.69
18.58,0.81,6.68
18.60,0.77,6.57
18.61,0.74,6.55
18.62,0.71,6.52
18.63,0.68,6.58
18.65,0.65,6.54
18.66,0.63,6.60
18.67,0.58,6.64
18.68,0.54,6.48
18.69,0.52,6.39
18.71,0.49,6.43
18.72,0.47,6.44
18.73,0.46,6.44
18.74,0.42,6.55
18.75,0.40,6.42
18.77,0.38,6.40
18.78,0.35,6.47
18.79,0.32,6.34
18.80,0.32,6.30
18.81,0.30,6.43
18.83,0.29,6.37
18.84,0.27,6.41
18.85,0.24,6.43
18.86,0.24,6.24
18.87,0.22,6.34
18.89,0.20,6.34
18.90,0.20,6.23
18.91,0.18,6.30
18.92,0.18,6.18
18.93,0.18,6.23
18.95,0.15,6.28
18.96,0.14,6.13
18.97,0.15,6.07
18.98,0.14,6.19
19.00,0.14,6.11
19.01,0.13,6.11
19.02,0.14,6.01
19.03,0.13,6.10
19.04,0.11,5.98
19.06,0.11,5.86
19.07,0.11,5.83
19.08,0.13,5.78
