time(s),p(kPa),Voltage(V)
10.46,1.35,6.98
10.47,1.29,6.89
10.48,1.26,6.76
10.49,1.23,6.86
10.5,1.17,6.89
10.52,1.12,6.78
10.53,1.08,6.73
10.54,1.04,6.72
10.55,1.01,6.74
10.56,0.97,6.75
10.57,0.91,6.74
10.59,0.87,6.59
10.6,0.85,6.59
10.61,0.8,6.63
10.62,0.75,6.54
10.64,0.74,6.45
10.65,0.71,6.57
10.66,0.68,6.60
10.67,0.64,6.54
10.68,0.6,6.50
10.7,0.57,6.45
10.71,0.54,6.39
10.72,0.52,6.39
10.73,0.51,6.40
10.74,0.48,6.46
10.76,0.46,6.45
10.77,0.42,6.45
10.78,0.41,6.35
10.79,0.38,6.38
10.81,0.35,6.35
10.82,0.35,6.24
10.83,0.33,6.34
10.84,0.32,6.36
10.85,0.29,6.38
10.86,0.29,6.24
10.88,0.27,6.31
10.89,0.25,6.31
10.9,0.22,6.23
10.91,0.22,6.13
10.93,0.21,6.18
10.94,0.2,6.15
10.95,0.21,6.12
10.96,0.2,6.22
10.97,0.19,6.17
10.99,0.19,6.11
11.0,0.18,6.12
11.01,0.16,6.06
11.02,0.15,5.98
11.03,0.16,5.90
11.05,0.16,5.96
11.06,0.16,5.94
11.07,0.16,5.91
11.08,0.16,5.87
11.1,0.16,5.83
11.11,0.16,5.78
11.12,0.16,5.73
11.13,0.18,5.67
11.14,0.18,5.68
11.16,0.18,5.60
11.17,0.19,5.52
11.18,0.2,5.51
11.19,0.21,5.49
11.2,0.21,5.46
11.22,0.22,5.36
11.23,0.22,5.32
11.24,0.24,5.21
11.25,0.25,5.16
11.27,0.25,5.10
11.28,0.26,4.96
11.29,0.27,4.89
11.3,0.3,4.83
11.31,0.32,4.83
11.32,0.33,4.80
11.34,0.37,4.71
11.35,0.4,4.77
11.36,0.43,4.72
11.37,0.47,4.78
11.39,0.48,4.81
11.4,0.52,4.70
11.41,0.53,4.70
11.42,0.57,4.58
11.43,0.62,4.61
11.45,0.69,4.69
11.46,0.71,4.90
11.47,0.7,4.82
11.48,0.73,4.52
11.49,0.8,4.42
11.51,0.86,4.64
11.52,0.9,4.77
11.53,0.9,4.74
11.54,0.93,4.47
11.55,0.99,4.44
11.57,1.06,4.57
11.58,1.09,4.65
11.59,1.1,4.61
11.6,1.14,4.41
11.61,1.2,4.36
11.63,1.26,4.45
11.64,1.31,4.53
11.65,1.35,4.54
11.66,1.37,4.45
11.68,1.41,4.31
11.69,1.47,4.23
11.7,1.53,4.32
11.71,1.59,4.37
11.72,1.62,4.43
11.74,1.64,4.27
11.75,1.69,4.08
11.76,1.76,4.09
11.77,1.84,4.21
11.78,1.87,4.34
11.8,1.91,4.21
11.81,1.97,4.11
11.82,2.03,4.15
11.83,2.08,4.19
11.85,2.13,4.16
11.86,2.19,4.13
11.87,2.24,4.16
11.88,2.29,4.10
11.89,2.34,4.08
11.91,2.41,4.04
11.92,2.46,4.12
11.93,2.53,4.08
11.94,2.58,4.18
11.95,2.62,4.14
11.97,2.68,4.02
11.98,2.75,4.05
11.99,2.82,4.15
12.0,2.86,4.15
12.01,2.91,4.10
12.03,2.97,4.08
12.04,3.04,4.11
12.05,3.1,4.11
12.06,3.16,4.14
12.08,3.21,4.17
12.09,3.27,4.09
12.1,3.32,4.15
12.11,3.38,4.11
12.12,3.43,4.14
12.14,3.49,4.07
12.15,3.54,4.11
12.16,3.59,4.10
12.17,3.66,4.03
12.18,3.72,4.15
12.2,3.77,4.19
12.21,3.82,4.16
12.22,3.88,4.13
12.23,3.93,4.17
12.24,3.98,4.15
12.26,4.02,4.13
12.27,4.07,4.08
12.28,4.13,4.06
12.29,4.2,4.15
12.31,4.26,4.18
12.32,4.29,4.25
12.33,4.33,4.17
12.34,4.37,4.09
12.35,4.43,4.02
12.36,4.5,4.09
12.38,4.55,4.24
12.39,4.57,4.23
12.4,4.61,4.10
12.41,4.67,4.04
12.43,4.72,4.16
12.44,4.77,4.16
12.45,4.81,4.19
12.46,4.83,4.15
12.47,4.87,4.02
12.49,4.93,4.01
12.5,4.98,4.13
12.51,5.03,4.18
12.52,5.05,4.22
12.53,5.09,4.13
12.55,5.12,4.14
12.56,5.16,4.12
12.57,5.21,4.12
12.58,5.23,4.20
12.6,5.27,4.13
12.61,5.3,4.13
12.62,5.33,4.10
12.63,5.38,4.12
12.64,5.41,4.21
12.66,5.43,4.18
12.67,5.45,4.15
12.68,5.49,4.13
12.69,5.53,4.17
12.7,5.54,4.23
12.72,5.56,4.15
12.73,5.59,4.14
12.74,5.63,4.14
12.75,5.65,4.23
12.77,5.67,4.25
12.78,5.7,4.26
12.79,5.71,4.29
12.8,5.72,4.25
12.81,5.74,4.21
12.82,5.76,4.18
12.84,5.77,4.24
12.85,5.8,4.22
12.86,5.81,4.28
12.87,5.83,4.28
12.89,5.83,4.36
12.9,5.85,4.29
12.91,5.86,4.30
12.92,5.88,4.33
12.93,5.89,4.43
12.95,5.89,4.46
12.96,5.91,4.43
12.97,5.91,4.48
12.98,5.89,4.46
12.99,5.92,4.37
13.01,5.92,4.51
13.02,5.94,4.51
13.03,5.93,4.67
13.04,5.92,4.61
13.05,5.92,4.55
13.07,5.92,4.58
13.08,5.93,4.61
13.09,5.94,4.72
13.1,5.93,4.84
13.12,5.92,4.83
13.13,5.91,4.81
13.14,5.92,4.80
13.15,5.92,4.94
13.16,5.91,5.02
13.18,5.89,5.03
13.19,5.89,5.05
13.2,5.88,5.15
13.21,5.88,5.17
13.22,5.86,5.28
13.24,5.86,5.25
13.25,5.85,5.38
13.26,5.83,5.43
13.27,5.83,5.48
13.28,5.81,5.63
13.3,5.8,5.63
13.31,5.76,5.70
13.32,5.75,5.64
13.33,5.72,5.74
13.35,5.7,5.75
13.36,5.67,5.77
13.37,5.64,5.82
13.38,5.6,5.78
13.39,5.55,5.75
13.41,5.54,5.64
13.42,5.52,5.78
13.43,5.49,5.84
13.44,5.44,5.90
13.46,5.41,5.84
13.47,5.37,5.84
13.48,5.33,5.82
13.49,5.31,5.83
13.5,5.28,5.94
13.52,5.22,6.03
13.53,5.16,5.91
13.54,5.14,5.81
13.55,5.11,5.90
13.56,5.08,6.01
13.58,5.01,6.05
13.59,4.97,5.97
13.6,4.92,5.94
13.61,4.88,5.90
13.62,4.86,5.98
13.64,4.82,6.11
13.65,4.76,6.17
13.66,4.68,6.10
13.67,4.65,5.97
13.68,4.61,6.02
13.7,4.57,6.10
13.71,4.53,6.20
13.72,4.45,6.21
13.73,4.39,6.08
13.75,4.35,5.99
13.76,4.33,6.11
13.77,4.27,6.28
13.78,4.21,6.23
13.79,4.13,6.21
13.81,4.1,6.06
13.82,4.09,6.16
13.83,4.04,6.41
13.84,3.94,6.47
13.85,3.87,6.21
13.86,3.82,6.10
13.88,3.8,6.11
13.89,3.76,6.40
13.9,3.68,6.44
13.92,3.62,6.34
13.93,3.57,6.33
13.94,3.51,6.35
13.95,3.48,6.32
13.96,3.41,6.44
13.98,3.37,6.44
13.99,3.3,6.48
14.0,3.24,6.46
14.01,3.19,6.43
14.02,3.13,6.48
14.03,3.1,6.45
14.05,3.04,6.57
14.06,2.97,6.57
14.07,2.93,6.54
14.08,2.86,6.55
14.1,2.82,6.55
14.11,2.77,6.60
14.12,2.72,6.64
14.13,2.67,6.68
14.14,2.61,6.72
14.16,2.55,6.68
14.17,2.5,6.65
14.18,2.45,6.71
14.19,2.39,6.74
14.2,2.34,6.67
14.22,2.3,6.70
14.23,2.25,6.83
14.24,2.2,6.86
14.25,2.14,6.88
14.27,2.09,6.85
14.28,2.05,6.84
14.29,2.0,6.86
14.3,1.95,6.87
14.31,1.91,6.91
14.32,1.85,6.99
14.34,1.8,6.89
14.35,1.75,6.92
14.36,1.72,6.92
14.37,1.67,6.99
14.39,1.62,6.98
14.4,1.57,6.96
14.41,1.53,6.95
14.42,1.47,7.00
14.44,1.42,6.93
14.45,1.36,6.90
14.46,1.32,6.77
14.47,1.29,6.81
14.48,1.25,6.86
14.5,1.2,6.89
14.51,1.14,6.84
14.52,1.1,6.73
14.53,1.08,6.73
14.54,1.02,6.81
14.56,0.98,6.67
14.57,0.95,6.69
14.58,0.91,6.69
14.59,0.87,6.66
14.6,0.82,6.66
14.62,0.79,6.57
14.63,0.75,6.54
14.64,0.73,6.51
14.65,0.69,6.55
14.66,0.66,6.51
14.68,0.63,6.54
14.69,0.6,6.49
14.7,0.57,6.52
14.71,0.53,6.44
14.73,0.52,6.37
14.74,0.48,6.46
14.75,0.47,6.37
14.76,0.43,6.43
14.77,0.41,6.34
14.78,0.4,6.32
14.8,0.37,6.36
14.81,0.36,6.32
14.82,0.35,6.36
14.83,0.33,6.38
14.85,0.3,6.39
14.86,0.29,6.26
14.87,0.27,6.27
14.88,0.26,6.27
14.89,0.25,6.26
14.91,0.24,6.25
14.92,0.24,6.23
14.93,0.21,6.27
14.94,0.2,6.17
14.95,0.19,6.13
14.97,0.19,6.08
14.98,0.18,6.10
14.99,0.19,6.05
15.0,0.18,6.13
15.01,0.18,6.06
15.03,0.18,6.05
15.04,0.16,6.04
15.05,0.16,5.95
15.06,0.16,5.92
15.08,0.15,5.89
15.09,0.16,5.78
15.1,0.16,5.81
15.11,0.16,5.77
15.12,0.16,5.70
15.14,0.18,5.64
15.15,0.18,5.65
15.16,0.19,5.57
15.17,0.19,5.56
15.18,0.2,5.48
15.2,0.2,5.46
15.21,0.21,5.35
15.22,0.22,5.32
15.23,0.24,5.28
15.25,0.25,5.23
15.26,0.25,5.18
15.27,0.26,5.05
15.28,0.27,4.99
15.29,0.27,4.92
15.31,0.3,4.77
15.32,0.32,4.76
15.33,0.35,4.74
15.34,0.38,4.72
15.35,0.42,4.78
15.37,0.46,4.83
15.38,0.48,4.85
15.39,0.48,4.81
15.4,0.51,4.62
15.41,0.55,4.55
15.43,0.62,4.65
15.44,0.65,4.81
15.45,0.66,4.82
15.46,0.68,4.66
15.47,0.73,4.51
15.49,0.79,4.59
15.5,0.82,4.73
15.51,0.85,4.69
15.52,0.87,4.59
15.54,0.92,4.49
15.55,0.97,4.52
15.56,1.02,4.58
15.57,1.07,4.61
15.58,1.09,4.64
15.6,1.12,4.50
15.61,1.17,4.37
15.62,1.23,4.41
15.63,1.28,4.48
15.64,1.32,4.49
15.66,1.35,4.50
15.67,1.39,4.35
15.68,1.45,4.26
15.69,1.48,4.35
15.71,1.54,4.27
15.72,1.61,4.31
15.73,1.64,4.37
15.74,1.68,4.29
15.75,1.73,4.22
15.77,1.78,4.18
15.78,1.84,4.15
15.79,1.9,4.20
15.8,1.94,4.22
15.81,2.0,4.12
15.82,2.06,4.19
15.84,2.09,4.23
15.85,2.14,4.10
15.86,2.19,4.06
15.87,2.27,4.02
15.89,2.33,4.13
15.9,2.38,4.16
15.91,2.44,4.12
15.92,2.49,4.15
15.94,2.53,4.08
15.95,2.6,4.04
15.96,2.67,4.10
15.97,2.73,4.17
15.98,2.77,4.20
16.0,2.82,4.08
16.01,2.89,4.03
16.02,2.95,4.13
16.03,3.0,4.16
16.04,3.06,4.11
16.06,3.11,4.11
16.07,3.16,4.07
16.08,3.22,4.05
16.09,3.29,4.08
16.1,3.35,4.16
16.12,3.4,4.19
16.13,3.45,4.15
16.14,3.5,4.08
16.15,3.56,4.07
16.16,3.63,4.11
16.18,3.68,4.22
16.19,3.73,4.16
16.2,3.77,4.12
16.21,3.82,4.05
16.22,3.89,4.02
16.24,3.96,4.11
16.25,4.02,4.24
16.26,4.05,4.29
16.27,4.09,4.12
16.28,4.13,4.03
16.3,4.22,4.02
16.31,4.27,4.23
16.32,4.31,4.19
16.33,4.34,4.14
16.35,4.4,4.06
16.36,4.45,4.11
16.37,4.51,4.12
16.38,4.56,4.20
16.39,4.59,4.21
16.41,4.64,4.08
16.42,4.68,4.10
16.43,4.73,4.12
16.44,4.77,4.13
16.45,4.83,4.08
16.47,4.87,4.21
16.48,4.89,4.18
16.49,4.94,4.05
16.5,4.98,4.10
16.51,5.03,4.08
16.53,5.08,4.14
16.54,5.11,4.20
16.55,5.15,4.19
16.56,5.19,4.19
16.58,5.21,4.17
16.59,5.23,4.11
16.6,5.26,4.06
16.61,5.31,3.99
16.62,5.36,4.09
16.64,5.39,4.19
16.65,5.42,4.22
16.66,5.44,4.19
16.67,5.47,4.16
16.68,5.49,4.14
16.7,5.53,4.11
16.71,5.55,4.17
16.72,5.59,4.16
16.73,5.61,4.25
16.75,5.63,4.24
16.76,5.65,4.18
16.77,5.67,4.20
16.78,5.69,4.21
16.79,5.72,4.17
16.8,5.74,4.28
16.82,5.75,4.25
16.83,5.76,4.22
16.84,5.78,4.20
16.85,5.81,4.27
16.87,5.82,4.32
16.88,5.83,4.32
16.89,5.85,4.33
16.9,5.86,4.34
16.91,5.87,4.36
16.93,5.87,4.38
16.94,5.88,4.34
16.95,5.89,4.38
16.96,5.91,4.42
16.97,5.91,4.47
16.99,5.91,4.45
17.0,5.92,4.44
17.01,5.92,4.51
17.02,5.93,4.52
17.03,5.93,4.60
17.05,5.93,4.61
17.06,5.92,4.64
17.07,5.93,4.59
17.08,5.93,4.70
17.1,5.93,4.74
17.11,5.93,4.79
17.12,5.92,4.84
17.13,5.91,4.83
17.14,5.91,4.83
17.16,5.91,4.90
17.17,5.89,4.98
17.18,5.88,4.99
17.19,5.88,5.01
17.2,5.87,5.11
17.22,5.86,5.15
17.23,5.86,5.18
17.24,5.85,5.30
17.25,5.83,5.35
17.26,5.83,5.40
17.28,5.82,5.54
17.29,5.81,5.60
17.3,5.78,5.69
17.31,5.77,5.69
17.33,5.72,5.77
17.34,5.7,5.65
17.35,5.67,5.67
17.36,5.66,5.70
17.37,5.63,5.81
17.39,5.59,5.77
17.4,5.55,5.74
17.41,5.53,5.72
17.42,5.5,5.79
17.43,5.48,5.85
17.45,5.44,5.91
17.46,5.41,5.89
17.47,5.36,5.91
17.48,5.32,5.85
17.5,5.27,5.86
17.51,5.25,5.82
17.52,5.21,5.89
17.53,5.17,5.92
17.54,5.14,5.95
17.56,5.1,6.00
17.57,5.04,6.04
17.58,4.99,5.94
17.59,4.95,5.91
17.6,4.93,5.96
17.62,4.88,6.09
17.63,4.82,6.07
17.64,4.76,6.01
17.65,4.72,5.90
17.67,4.7,5.97
17.68,4.67,6.14
17.69,4.6,6.29
17.7,4.53,6.15
17.71,4.46,6.01
17.72,4.44,5.95
17.74,4.42,6.11
17.75,4.37,6.27
17.76,4.28,6.31
17.77,4.22,6.12
17.78,4.17,6.04
17.8,4.15,6.07
17.81,4.11,6.27
17.82,4.05,6.37
17.83,3.98,6.33
17.85,3.9,6.24
17.86,3.87,6.10
17.87,3.83,6.21
17.88,3.79,6.33
17.89,3.73,6.47
17.91,3.66,6.43
17.92,3.6,6.30
17.93,3.54,6.27
17.94,3.51,6.27
17.95,3.48,6.46
17.97,3.4,6.58
17.98,3.33,6.51
17.99,3.26,6.38
18.0,3.21,6.28
18.02,3.19,6.32
18.03,3.15,6.62
18.04,3.07,6.66
18.05,3.01,6.53
18.06,2.95,6.53
18.08,2.89,6.50
18.09,2.85,6.48
18.1,2.8,6.59
18.11,2.77,6.66
18.12,2.69,6.75
18.14,2.63,6.64
18.15,2.58,6.64
18.16,2.53,6.67
18.17,2.5,6.71
18.18,2.44,6.79
18.2,2.38,6.78
18.21,2.31,6.73
18.22,2.28,6.69
18.23,2.23,6.82
18.25,2.19,6.81
18.26,2.13,6.91
18.27,2.07,6.86
18.28,2.02,6.83
18.29,1.98,6.84
18.31,1.92,6.90
18.32,1.87,6.86
18.33,1.84,6.87
18.34,1.8,6.94
18.35,1.75,7.02
18.37,1.68,7.04
18.38,1.63,6.86
18.39,1.61,6.85
18.4,1.57,7.01
18.42,1.5,7.06
18.43,1.45,6.89
18.44,1.41,6.85
18.45,1.37,6.91
18.46,1.34,6.95
18.48,1.28,6.99
18.49,1.21,6.89
18.5,1.18,6.75
18.51,1.14,6.78
18.52,1.09,6.79
18.54,1.06,6.75
18.55,1.02,6.76
18.56,0.97,6.76
18.57,0.92,6.69
18.58,0.87,6.61
18.6,0.84,6.53
18.61,0.81,6.51
18.62,0.77,6.58
18.63,0.75,6.54
18.64,0.73,6.58
18.66,0.69,6.61
18.67,0.64,6.58
18.68,0.6,6.46
18.69,0.59,6.40
18.7,0.55,6.50
18.72,0.52,6.43
18.73,0.51,6.36
18.74,0.48,6.43
18.75,0.44,6.42
18.76,0.43,6.33
18.78,0.42,6.38
18.79,0.4,6.44
18.8,0.37,6.40
18.81,0.35,6.36
18.83,0.32,6.31
18.84,0.32,6.27
18.85,0.31,6.36
18.86,0.29,6.36
18.87,0.27,6.30
18.89,0.25,6.29
18.9,0.25,6.21
18.91,0.24,6.27
18.92,0.21,6.25
18.93,0.21,6.14
18.95,0.2,6.18
18.96,0.2,6.14
18.97,0.18,6.17
18.98,0.18,6.04
19.0,0.18,6.05
19.01,0.18,6.06
19.02,0.18,6.05
19.03,0.18,6.05
19.04,0.16,6.03
19.05,0.15,5.94
19.07,0.15,5.84
19.08,0.15,5.81
19.09,0.16,5.77
time,p,voltage
3.01,-0.004,4.74
3.02,-0.004,4.73
3.04,-0.003,4.72
3.05,-0.003,4.78
3.06,-0.004,4.76
3.07,-0.003,4.66
3.09,-0.004,4.69
3.1,-0.004,4.58
3.11,-0.006,4.53
3.12,-0.004,4.40
3.13,-0.004,4.41
3.14,-0.003,4.34
3.16,-0.006,4.35
3.17,-0.004,4.13
3.18,-0.004,4.11
3.19,-0.004,4.01
3.21,-0.004,3.92
3.22,-0.004,3.81
3.23,-0.004,3.70
3.24,-0.004,3.58
3.25,-0.006,3.46
3.27,-0.004,3.26
3.28,-0.004,3.20
3.29,-0.004,3.06
3.3,-0.004,2.90
3.31,-0.004,2.76
3.33,-0.004,2.60
3.34,-0.004,2.44
3.35,-0.004,2.26
3.36,-0.004,2.10
3.37,-0.004,1.92
3.39,-0.004,1.72
3.4,-0.004,1.53
3.41,-0.004,1.35
3.42,-0.006,1.15
3.43,-0.004,0.85
3.45,-0.004,0.71
3.46,-0.004,0.51
3.47,-0.004,0.28
3.48,-0.004,0.05
3.49,-0.004,-0.18
3.51,-0.004,-0.40
3.52,-0.004,-0.66
3.53,-0.006,-0.90
3.54,-0.004,-1.22
3.55,-0.004,-1.40
3.57,-0.004,-1.66
3.58,-0.006,-1.92
3.59,-0.004,-2.26
3.6,-0.006,-2.46
3.61,-0.004,-2.80
3.63,-0.004,-3.01
3.64,-0.004,-3.31
3.65,-0.004,-3.60
3.66,-0.004,-3.86
3.68,-0.003,-4.15
3.69,-0.004,-4.40
3.7,-0.004,-4.77
3.71,-0.004,-5.04
3.72,-0.004,-5.35
3.74,-0.004,-5.68
3.75,-0.004,-5.99
3.76,-0.004,-6.27
3.77,-0.004,-6.61
3.78,-0.003,-6.93
3.79,-0.004,-7.17
3.81,-0.004,-7.54
3.82,-0.004,-7.89
3.83,-0.004,-8.21
3.84,-0.004,-8.54
3.86,-0.004,-8.87
3.87,-0.004,-9.20
3.88,-0.004,-9.53
3.89,-0.004,-9.86
3.9,-0.004,-10.22
3.92,-0.004,-10.53
3.93,-0.004,-10.87
3.94,-0.004,-11.23
3.95,-0.004,-11.57
3.96,-0.004,-11.91
3.98,-0.004,-12.22
3.99,-0.004,-12.59
4.0,-0.004,-12.92
4.01,-0.004,-13.26
4.02,-0.004,-13.63
4.04,-0.004,-13.94
4.05,-0.006,-14.28
4.06,-0.004,-14.69
4.07,-0.004,-14.99
4.09,-0.004,-15.32
4.1,-0.004,-15.66
4.11,-0.004,-16.00
4.12,-0.006,-16.33
4.13,-0.004,-16.74
4.15,-0.004,-17.00
4.16,-0.004,-17.36
4.17,-0.004,-17.66
4.18,-0.004,-17.99
4.19,-0.004,-18.34
4.21,-0.004,-18.66
4.22,-0.006,-18.99
4.23,-0.004,-19.35
4.24,-0.004,-19.63
4.25,-0.004,-19.94
4.27,-0.004,-20.26
4.28,-0.006,-20.59
4.29,-0.004,-20.95
4.3,-0.006,-21.18
4.32,-0.004,-21.56
4.33,-0.004,-21.81
4.34,-0.004,-22.11
4.35,-0.004,-22.40
4.36,-0.004,-22.67
4.38,-0.004,-22.98
4.39,-0.004,-23.26
4.4,-0.004,-23.54
4.41,-0.003,-23.84
4.42,-0.004,-24.02
4.44,-0.004,-24.36
4.45,-0.004,-24.63
4.46,-0.004,-24.91
4.47,-0.004,-25.17
4.48,-0.004,-25.40
4.5,-0.004,-25.67
4.51,-0.003,-25.91
4.52,-0.003,-26.08
4.53,-0.004,-26.31
4.54,-0.003,-26.62
4.56,-0.004,-26.77
4.57,-0.004,-27.06
4.58,-0.004,-27.29
4.59,-0.006,-27.50
4.6,-0.004,-27.78
4.62,-0.003,-27.89
4.63,-0.004,-28.03
4.64,-0.004,-28.29
4.65,-0.004,-28.48
4.67,-0.004,-28.67
4.68,-0.004,-28.83
4.69,-0.004,-29.00
4.7,-0.004,-29.16
4.71,-0.004,-29.33
4.73,-0.006,-29.48
4.74,-0.004,-29.68
4.75,-0.004,-29.76
4.76,-0.003,-29.89
4.77,-0.004,-29.95
4.79,-0.004,-30.14
4.8,-0.004,-30.26
4.81,-0.004,-30.37
4.82,-0.003,-30.47
4.84,-0.004,-30.50
4.85,-0.004,-30.66
4.86,-0.004,-30.75
4.87,-0.004,-30.82
4.88,-0.004,-30.90
4.9,-0.004,-30.96
4.91,-0.004,-31.02
4.92,-0.004,-31.08
4.93,-0.004,-31.12
4.94,-0.006,-31.16
4.96,-0.004,-31.27
4.97,-0.004,-31.22
4.98,-0.004,-31.24
4.99,-0.004,-31.25
5.0,-0.003,-31.26
5.02,-0.004,-31.19
5.03,-0.003,-31.26
5.04,-0.004,-31.17
5.05,-0.004,-31.23
5.06,-0.004,-31.20
5.08,-0.004,-31.17
5.09,-0.003,-31.14
5.1,-0.004,-31.02
5.11,-0.004,-31.04
5.13,-0.004,-30.99
5.14,-0.003,-30.92
5.15,-0.006,-30.78
5.16,-0.004,-30.85
5.17,-0.006,-30.69
5.19,-0.004,-30.67
5.2,-0.004,-30.51
5.21,-0.004,-30.41
5.22,-0.004,-30.29
5.23,-0.004,-30.18
5.25,-0.003,-30.06
5.26,-0.003,-29.87
5.27,-0.004,-29.73
5.28,-0.003,-29.67
5.3,-0.004,-29.45
5.31,-0.006,-29.37
5.32,-0.004,-29.28
5.33,-0.004,-29.06
5.34,-0.004,-28.90
5.36,-0.004,-28.71
5.37,-0.006,-28.54
5.38,-0.004,-28.43
5.39,-0.004,-28.17
5.4,-0.006,-27.97
5.42,-0.004,-27.85
5.43,-0.004,-27.57
5.44,-0.003,-27.35
5.45,-0.004,-27.06
5.46,-0.004,-26.93
5.48,-0.004,-26.69
5.49,-0.004,-26.46
5.5,-0.004,-26.23
5.51,-0.003,-25.99
5.52,-0.004,-25.68
5.54,-0.004,-25.50
5.55,-0.004,-25.25
5.56,-0.004,-24.98
5.57,-0.004,-24.72
5.58,-0.004,-24.45
5.6,-0.004,-24.21
5.61,-0.004,-23.91
5.62,-0.004,-23.64
5.63,-0.004,-23.36
5.65,-0.004,-23.05
5.66,-0.004,-22.79
5.67,-0.004,-22.50
5.68,-0.004,-22.21
5.69,-0.004,-21.89
5.71,-0.004,-21.59
5.72,-0.004,-21.31
5.73,-0.003,-20.98
5.74,-0.003,-20.60
5.75,-0.004,-20.29
5.77,-0.004,-20.05
5.78,-0.004,-19.71
5.79,-0.004,-19.41
5.8,-0.004,-19.09
5.82,-0.004,-18.75
5.83,-0.006,-18.42
5.84,-0.004,-18.17
5.85,-0.004,-17.80
5.86,-0.003,-17.44
5.88,-0.004,-17.03
5.89,-0.004,-16.78
5.9,-0.004,-16.41
5.91,-0.004,-16.11
5.92,-0.004,-15.77
5.94,-0.004,-15.44
5.95,-0.004,-15.07
5.96,-0.004,-14.73
5.97,-0.004,-14.39
5.98,-0.004,-14.08
6.0,-0.004,-13.72
6.01,-0.004,-13.38
6.02,-0.004,-13.04
6.03,-0.004,-12.67
6.04,-0.003,-12.36
6.06,-0.004,-11.95
6.07,-0.004,-11.68
6.08,-0.004,-11.32
6.09,-0.004,-10.98
6.11,-0.004,-10.64
6.12,-0.004,-10.31
6.13,-0.004,-9.97
6.14,-0.004,-9.64
6.15,-0.003,-9.31
6.17,-0.006,-8.91
6.18,-0.004,-8.72
6.19,-0.004,-8.32
6.2,-0.004,-7.97
6.21,-0.004,-7.65
6.23,-0.004,-7.35
6.24,-0.006,-7.03
6.25,-0.004,-6.76
6.26,-0.006,-6.38
6.27,-0.004,-6.16
6.29,-0.003,-5.75
6.3,-0.004,-5.37
6.31,-0.004,-5.14
6.32,-0.004,-4.87
6.33,-0.003,-4.54
6.35,-0.004,-4.17
6.36,-0.004,-3.96
6.37,-0.006,-3.67
6.38,-0.004,-3.45
6.39,-0.004,-3.10
6.41,-0.004,-2.82
6.42,-0.004,-2.55
6.43,-0.003,-2.28
6.44,-0.004,-1.94
6.45,-0.003,-1.73
6.47,-0.003,-1.41
6.48,-0.004,-1.16
6.49,-0.004,-0.98
6.5,-0.004,-0.72
6.51,-0.004,-0.50
6.53,-0.004,-0.26
6.54,-0.004,-0.03
6.55,-0.004,0.22
6.56,-0.004,0.42
6.57,-0.004,0.64
6.59,-0.004,0.87
6.6,-0.006,1.08
6.61,-0.004,1.19
6.62,-0.004,1.46
6.64,-0.003,1.67
6.65,-0.004,1.93
6.66,-0.004,2.02
6.67,-0.004,2.22
6.68,-0.004,2.39
6.69,-0.004,2.55
6.71,-0.004,2.70
6.72,-0.004,2.86
6.73,-0.004,3.01
6.74,-0.004,3.15
6.76,-0.004,3.29
6.77,-0.004,3.42
6.78,-0.004,3.54
6.79,-0.004,3.66
6.8,-0.004,3.77
6.82,-0.004,3.88
6.83,-0.003,3.98
6.84,-0.003,4.16
6.85,-0.004,4.24
6.86,-0.006,4.25
6.88,-0.004,4.25
6.89,-0.003,4.40
6.9,-0.003,4.53
6.91,-0.004,4.58
6.92,-0.004,4.56
6.94,-0.003,4.61
6.95,-0.004,4.72
6.96,-0.004,4.67
6.97,-0.003,4.70
6.98,-0.004,4.79
7.0,-0.004,4.73
7.01,-0.003,4.74
7.02,-0.004,4.81
7.03,-0.004,4.73
7.04,-0.004,4.71
7.06,-0.004,4.69
7.07,-0.004,4.67
7.08,-0.004,4.63
7.09,-0.003,4.59
7.1,-0.004,4.62
7.12,-0.003,4.50
7.13,-0.004,4.51
7.14,-0.004,4.37
7.15,-0.004,4.30
7.16,-0.004,4.23
7.18,-0.004,4.14
7.19,-0.004,4.04
7.2,-0.004,3.96
7.21,-0.004,3.86
7.23,-0.004,3.74
7.24,-0.004,3.62
7.25,-0.004,3.51
7.26,-0.004,3.39
7.27,-0.004,3.24
7.28,-0.004,3.11
7.3,-0.004,2.96
7.31,-0.004,2.81
7.32,-0.004,2.66
7.33,-0.004,2.50
7.34,-0.004,2.33
7.36,-0.004,2.16
7.37,-0.004,1.98
7.38,-0.004,1.80
7.39,-0.004,1.59
7.41,-0.004,1.41
7.42,-0.004,1.21
7.43,-0.004,1.01
7.44,-0.004,0.78
7.45,-0.004,0.59
7.47,-0.004,0.37
7.48,-0.004,0.14
7.49,-0.003,-0.10
7.5,-0.004,-0.24
7.51,-0.004,-0.56
7.53,-0.004,-0.82
7.54,-0.004,-1.07
7.55,-0.004,-1.30
7.56,-0.004,-1.55
7.57,-0.004,-1.83
7.59,-0.004,-2.10
7.6,-0.004,-2.34
7.61,-0.004,-2.64
7.62,-0.004,-2.91
7.63,-0.004,-3.19
7.65,-0.004,-3.48
7.66,-0.004,-3.76
7.67,-0.003,-4.05
7.68,-0.004,-4.27
7.69,-0.004,-4.67
7.71,-0.004,-4.94
7.72,-0.004,-5.24
7.73,-0.004,-5.55
7.74,-0.003,-5.88
